0,46,43,0.002381,0.068965 
0,46,44,0.498810,1.901127 
0,46,45,0.436905,1.716397 
0,46,46,1.177381,2.963783 
0,46,47,1.220238,3.017460 
0,46,48,0.352381,1.644506 
0,46,49,1.086905,2.695379 
0,46,50,0.042857,0.495764 
0,46,51,0.029762,0.334977 
0,46,52,0.052381,0.383740 
0,47,43,0.058333,0.579554 
0,47,44,0.716667,2.202965 
0,47,45,0.758333,2.241370 
0,47,46,2.113095,3.800103 
0,47,47,1.290476,2.884508 
0,47,48,1.916667,3.440682 
0,47,49,1.660714,3.167225 
0,47,50,0.330952,1.474383 
0,47,51,0.650000,2.018692 
0,47,52,0.901190,2.453083 
0,48,43,0.157143,0.945703 
0,48,44,0.394048,1.469763 
0,48,45,0.677381,2.116143 
0,48,46,2.669048,4.550510 
0,48,47,11.961905,9.393309 
0,48,48,4.063095,5.420382 
0,48,49,2.538095,3.597417 
0,48,50,4.458333,5.969620 
0,48,51,1.855952,3.602177 
0,48,52,0.894048,2.470196 
0,49,43,2.052381,4.007685 
0,49,44,1.035714,2.551593 
0,49,45,1.520238,3.312253 
0,49,46,20.372619,11.821710 
0,49,47,37.439286,19.645274 
0,49,48,21.253571,12.822831 
0,49,49,7.876190,7.380083 
0,49,50,3.894048,5.023702 
0,49,51,2.340476,4.088693 
0,49,52,0.697619,2.105886 
0,50,43,0.371429,1.452467 
0,50,44,1.634524,3.094311 
0,50,45,6.096429,6.541551 
0,50,46,8.092857,7.995889 
0,50,47,30.904762,15.795809 
0,50,48,36.503571,16.455278 
0,50,49,20.630952,11.477804 
0,50,50,11.752381,10.640807 
0,50,51,0.711905,2.021398 
0,50,52,2.723810,4.340003 
0,51,43,0.184524,0.968798 
0,51,44,2.625000,4.458656 
0,51,45,1.975000,3.907940 
0,51,46,2.486905,4.238129 
0,51,47,5.257143,6.026574 
0,51,48,1.657143,3.226242 
0,51,49,9.013095,7.340596 
0,51,50,2.527381,4.331965 
0,51,51,1.592857,3.326438 
0,51,52,3.276190,5.167656 
0,52,43,0.202381,1.078797 
0,52,44,0.392857,1.550867 
0,52,45,0.326190,1.485094 
0,52,46,1.103571,2.654733 
0,52,47,1.677381,3.087141 
0,52,48,7.384524,6.931021 
0,52,49,1.829762,3.492621 
0,52,50,1.076190,2.703861 
0,52,51,1.100000,3.037778 
